Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link
Yahoo! acquired GeoCities in 1999,GeoCities,Yahoo,1999,28/01/1999,"$2,900,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/d0ffbd2999f225603253300165543f1b,Yahoo completes GeoCities acquisition - CNET News,http://news.cnet.com/Yahoo-completes-GeoCities-acquisition/2100-1023_3-226485.html
Yahoo! acquired Musicmatch in 2004,Musicmatch,Yahoo,2004,1/09/2004,"$160,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/fd27d63c56ae17920b8d05825a513c65,,
Yahoo! acquired Right Media in 2007,Right Media,Yahoo,2007,1/04/2007,"$850,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/8fb9c21948f0b0431597239ec816af7a,Panama Not Enough To Battle Google: Yahoo Acquires RightMedia | TechCrunch,http://techcrunch.com/2007/04/29/panama-not-enough-to-battle-google-yahoo-acquires-rightmedia/
Qualcomm acquired DesignArt Networks in 2012,DesignArt Networks,Qualcomm,2012,23/08/2012,"$144,000,000",Complete,Cash,http://www.crunchbase.com/acquisition/b859598d1f3c4eb198daa81376562636,Qualcomm acquired DesignArt Networks,http://www.freshnews.com/news/691341/qualcomm-acquires-small-cell-pioneer-designart-networks
Intel acquired CognoVision in 2010,CognoVision,Intel,2010,15/11/2010,"$25,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/def7c48208aaabf072d1d0bf9b53e91a,Confirmed: Intel Acquired Digital Signage Company CognoVision | TechCrunch,http://techcrunch.com/2010/11/15/intel-reportedly-bought-digital-signage-company-cognovision-for-17-million/
Yahoo! acquired Dapper in 2010,Dapper,Yahoo,2010,5/10/2010,"$55,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e09d2619a4f981a6bd6d63c41970c576,Yahoo to Buy Dapper Dynamic Display Ad Platform,http://www.clickz.com/clickz/news/1740642/yahoo-dapper-dynamic-display-platform
Microsoft acquired Fast Search & Transfer in 2008,Fast Search & Transfer,Microsoft,2008,8/01/2008,"$1,200,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2538e3a4b5b65115ea8cc94486fc8aa1,Microsoft bids $1.2B for Fast Search and Transfer,http://www.infoworld.com/t/data-management/microsoft-bids-12b-fast-search-and-transfer-370
Google acquired BumpTop in 2010,BumpTop,Google,2010,2/05/2010,"$35,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/fbb38b3fde3093a9195c9c7e8e789660,Something Is Brewing At BumpTop Possible Google Acquisition (Update: Confirmed) | TechCrunch,http://techcrunch.com/2010/05/02/bumptop-possible-google-acquisition/
Symantec acquired TurnTide in 2004,TurnTide,Symantec,2004,1/07/2004,"$28,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/2c2f44c7dff75026d8b5c1f1552b06dc,Symantec to Turn Tide on Spam - InternetNews.,http://www.internetnews.com/xSP/article.php/3380281/Symantec+to+Turn+Tide+on+Spam.htm
EMC acquired Mozy in 2007,Mozy,EMC,2007,1/10/2007,"$76,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7fdb9d49cbf6d62608747bbbc2e16e08,Josh Coates,http://www.jcoates.org/
Google acquired Waze in 2013,Waze,Google,2013,11/06/2013,"$996,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3cd29637610899639d12d778b13a27b4,Google Bought Waze For $1.1B Giving A Social Data Boost To Its Mapping Business | TechCrunch,http://techcrunch.com/2013/06/11/its-official-google-buys-waze-giving-a-social-data-boost-to-its-location-and-mapping-business/?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=Feed%3A+Techcrunch+%28TechCrunch%29
Intel acquired Basis Science in 2014,Basis Science,Intel,2014,4/03/2014,"$100,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9c1d69a264a211ba3a58e9dd984929dd,Basis Goes To Intel For Around $100M | TechCrunch,http://techcrunch.com/2014/03/03/basis-goes-to-intel-for-around-100m/
eBay acquired EachNet in 2003,EachNet,eBay,2003,16/07/2003,"$150,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/bc075c5e92d6b2dde98289272622bb09,eBay Completes EachNet Investment - eBay Inc.,http://investor.ebay.com/releasedetail.cfm?ReleaseID=113943
eBay acquired Magento in 2011,Magento,eBay,2011,6/06/2011,"$180,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0d27fbaf7a01d0611759727dad39aaa8,eBay Acquired Magento For Over $180 Million – But Not Everyone Is Smiling | TechCrunch,http://techcrunch.com/2011/06/23/ebay-acquired-magento-for-over-180-million-but-not-everyone-is-smiling/
IBM acquired Sterling Commerce in 2010,Sterling Commerce,IBM,2010,24/05/2010,"$1,400,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/f553179f9e07f71d16f1ef32cc0aa840,IBM Acquires Sterling Commerce From AT&T For $1.4 Billion | TechCrunch,http://techcrunch.com/2010/05/24/ibm-acquires-sterling-commerce-from-att-for-1-4-billion/
Symantec acquired LiveOffice in 2012,LiveOffice,Symantec,2012,16/01/2012,"$115,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/204aa0ec60a64b27b33b60f0ac42c9f8,Security champ Symantec makes a play for the cloud with $115M purchase of LiveOffice,http://venturebeat.com/2012/01/16/symantec-buys-liveoffice-115m/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29
Nokia acquired Symbian Software Ltd. in 2008,Symbian Software Ltd.,Nokia,2008,24/06/2008,"$340,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/b437fa9ead115c419e53d6c9c00039d9,Nokia Acquires Symbian Opens It Up,http://mashable.com/2008/06/24/nokia-acquires-symbian/
eBay acquired StubHub in 2007,StubHub,eBay,2007,10/01/2007,"$310,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bf1d3633c5d88d2e76ae95f4ea7b485a,It's Official – eBay is Buying StubHub For $310 million | TechCrunch,http://techcrunch.com/2007/01/10/its-official-ebay-is-buying-stubhub-for-310-million/
Synchronica acquired OZ Communications in 2011,OZ Communications,Synchronica,2011,1/07/2011,"$25,000,000",Complete,Cash,http://www.crunchbase.com/acquisition/a1d9a0d56f31dee7f1438d10cff692ff,Synchronica buys Nokia messaging business for US$25 million,http://www.proactiveinvestors.co.uk/companies/news/30074/synchronica-buys-nokia-messaging-business-for-us25-million-30074.html
Dell acquired Perot Systems in 2009,Perot Systems,Dell,2009,21/09/2009,"$3,900,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/9fb440cf116a4556fac8cae5895276eb,Dell Bulks Up On IT Consulting With $3.9 Billion Acquisition Of Perot Systems | TechCrunch,http://techcrunch.com/2009/09/21/dell-bulks-up-on-it-consulting-with-3-9-billion-acquisition-of-perot-systems/
Salesforce acquired ExactTarget in 2013,ExactTarget,Salesforce,2013,4/06/2013,"$2,500,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f4ee9b88a3e9b8c360e7923d6938240c,With ExactTarget Acquisition Salesforce.com Has Spent Close To $3.5 Billion To Get Into The Chief Marketing Officer’s Suite | TechCrunch,http://techcrunch.com/2013/06/04/with-exacttarget-acquisition-salesforce-com-has-spent-close-to-3-5-billion-to-get-into-the-chief-marketing-officers-suite/
EMC acquired Iomega in 2008,Iomega,EMC,2008,8/04/2008,"$213,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/66ed221b2054d2a6ec9ce260b75b68b4,EMC acquired Iomega,http://www.forbes.com/feeds/ap/2008/04/08/ap4868831.html
Yahoo! acquired Online Anywhere in 1999,Online Anywhere,Yahoo,1999,1/07/1999,"$80,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/36da256dc28fa7e635b1809ff3c037d7,,
Apple acquired Emagic in 2002,Emagic,Apple,2002,1/07/2002,"$30,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/54b9ccd1dd240608465f1de451a6f910,Apple - Press Info - Apple Acquires Emagic,http://www.apple.com/pr/library/2002/07/01Apple-Acquires-Emagic.html
Yahoo! acquired FoxyTunes in 2008,FoxyTunes,Yahoo,2008,4/02/2008,"$40,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6f3badae34201fd96be373ba91efdd9b,Breaking: In The Middle of The Storm Yahoo! Acquires Israeli FoxyTunes | TechCrunch,http://techcrunch.com/2008/02/04/yahoo-acquires-israeli-foxytunes/
CA Technologies acquired NetQoS in 2009,NetQoS,CA Technologies,2009,14/09/2009,"$200,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/2e62f415324fe73747f42d65098695e7,Net Management Shake-up: CA Acquires NetQoS,http://www.networkworld.com/community/node/45197
Cisco acquired Pure Digital Technologies in 2009,Pure Digital Technologies,Cisco Systems,2009,19/03/2009,"$590,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/36b3ff8fb53604d3299b9d1e5d47ef1e,It's Official: Cisco Buys Pure Digital (Flip Video) For $590 Million | TechCrunch,http://techcrunch.com/2009/03/19/its-official-cisco-buys-pure-figital-flip-video-for-590-million/
Intel acquired Wind River in 2009,Wind River,Intel,2009,17/07/2009,"$884,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/31cb79eefacc4ea26960bd607144e3e2,Intel Successfully Completes Wind River Acquisition,http://www.winvpn.net/news/press/pr.html?ID=7081
Google acquired Motorola Mobility in 2012,Motorola Mobility,Google,2012,22/05/2012,"$12,500,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b675ec99f6f42cdd03e9742a527161d3,"Google Closes Acquisition Of Motorola: Woodside To Lead, Page Pushes Mobile Aspect | TechCrunch",http://techcrunch.com/2012/05/22/google-closes-acquisition-of-motorola-woodside-to-lead-page-focuses-on-mobile-announcing-deal/
Google acquired Adscape in 2007,Adscape,Google,2007,1/02/2007,"$23,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/9176c29ad4092f45d98761cbb44d62ec,Google acquired Adscape,http://blog.quintura.com/2008/05/22/mangrove-capital-bets-on-russian-in-game-advertising/
Amazon acquired Quidsi in 2010,Quidsi,Amazon,2010,8/11/2010,"$545,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/4cb617067dc7fcc756073a5c20fd602d,Confirmed: Amazon Spends $545 Million On Diapers.com Parent Quidsi | TechCrunch,http://techcrunch.com/2010/11/08/confirmed-amazon-spends-545-million-on-diapers-com-parent-quidsi/
AOL acquired The Huffington Post in 2011,The Huffington Post,AOL,2011,7/02/2011,"$315,000,000",Complete,Cash,http://www.crunchbase.com/acquisition/213491d0083ed10d9037cbcb4948c7b7,,
AOL acquired Netscape in 1998,Netscape,AOL,1998,28/11/1998,"$4,200,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/dee4c92cc40c46ab1e66f0262940d543,AOL buys Netscape for $4.2 billion - CNET News,http://news.cnet.com/2100-1023-218360.html
Google acquired Endoxon in 2006,Endoxon,Google,2006,16/12/2006,"$28,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/97220f867e6aeea7d082533e5971ee88,Google Buys Endoxon,http://googlesystem.blogspot.com/2006/12/google-buys-endoxon.html
Facebook acquired Branch in 2014,Branch,Facebook,2014,13/01/2014,"$15,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c4ba42a4235d199cc2e163af595ffb3b,Facebook acquires link-sharing service Branch for around $15 million,http://www.theverge.com/2014/1/13/5303702/facebook-acquires-link-sharing-app-branch-for-15-million
Symantec acquired AppStream in 2008,AppStream,Symantec,2008,9/04/2008,"$53,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4dc3af2e6fcada5302b049b6ca2f4870,Symantec to buy AppStream - CNET,http://www.cnet.com/news/symantec-to-buy-appstream/
Salesforce acquired Jigsaw in 2010,Jigsaw,Salesforce,2010,21/04/2010,"$142,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/6dbcc3721b61de54bc3288365b331f4c,Salesforce Buys Business Directory Jigsaw For $142 Million In Cash Plus Earn-Out | TechCrunch,http://techcrunch.com/2010/04/21/salesforce-buys-jigsaw-for-142m-in-cash-plus-earn-out/
IBM acquired Lotus Development Corporation in 1995,Lotus Development Corporation,IBM,1995,6/07/1995,"$3,500,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7c51cc3af98ed8f34f8c2a10b5965393,Lotus Software - Wikipedia the free encyclopedia,http://en.wikipedia.org/wiki/Lotus_Development_Corporation
Cisco acquired WebEx in 2007,WebEx,Cisco Systems,2007,15/03/2007,"$3,200,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/9f915fde2b2eb74a648578e6c160ccda,Cisco acquires WebEx,http://blog.tmcnet.com/blog/tom-keating/voip/cisco-acquires-webex.asp
Apple acquired Quattro Wireless in 2010,Quattro Wireless,Apple,2010,5/01/2010,"$275,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a049d1bb417d92831840cd4531019d6a,Quattro Wireless acquired by Apple - Boston Business Journal,http://www.bizjournals.com/boston/blog/mass-high-tech/2010/01/quattro-wireless-acquired-by-apple.html
Intel acquired Omek Interactive in 2013,Omek Interactive,Intel,2013,16/07/2013,"$40,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/49a7eaa4b6fd860c71d020f03a410cbd,Gesture In The Picture As Intel Picks Up Omek But PrimeSense Dismisses Apple Acquisition Rumors | TechCrunch,http://techcrunch.com/2013/07/16/gesture-in-the-picture-as-intel-reportedly-picks-up-omek-but-primesense-dismisses-apple-acquisition-rumors/
Salesforce acquired Heroku in 2010,Heroku,Salesforce,2010,8/12/2010,"$250,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/facd4b9771d93a9dd2b9e23be0830a16,Salesforce.com Buys Heroku For $212 Million In Cash | TechCrunch,http://techcrunch.com/2010/12/08/breaking-salesforce-buys-heroku-for-212-million-in-cash/
Salesforce acquired Salesforce Radian6 in 2011,Salesforce Radian6,Salesforce,2011,30/03/2011,"$326,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/f109e896cd008447bc6b0f428a9c7257,Salesforce Buys Social Media Monitoring Company Radian6 For $326 Million | TechCrunch,http://techcrunch.com/2011/03/30/salesforce-buys-social-media-monitoring-company-radian6-for-326-million/
Google acquired Invite Media in 2010,Invite Media,Google,2010,2/06/2010,"$80,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/33ac318fda4483941b5e83769827bde1,Google’s Final Price Tag for Invite Media: $81 Million,http://allthingsd.com/20100609/googles-final-price-tag-for-invite-media-81-million/
Apple acquired Color Labs Inc. in 2012,Color Labs Inc.,Apple,2012,12/11/2012,"$7,000,000",Complete,"Cash, Stock",http://www.crunchbase.com/acquisition/03bf1c262d204e19791d13d69f72f934,Sources: Apple Paid $7 Million For Color Labs | TechCrunch,http://techcrunch.com/2012/11/19/sources-apple-paid-7-million-for-color-labs/
SAP acquired Ariba in 2012,Ariba,SAP,2012,22/05/2012,"$4,300,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/eae7b9bb64a9062679350ab998ec0e68,SAP To Acquire Ariba For $4.3 Billion | TechCrunch,http://techcrunch.com/2012/05/22/sap-to-acquire-ariba-for-4-3-billion/
HP acquired Autonomy Corporation in 2011,Autonomy Corporation,HP,2011,18/08/2011,"$10,200,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/3afec296fe560c5ca3ab3774482ccbc9,HP To Buy Enterprise Software Autonomy For $10.2 Billion In Cash | TechCrunch,http://techcrunch.com/2011/08/18/hp-to-buy-enterprise-software-autonomy-for-10-billion/
Nokia acquired Rooftop Communicationsin 1999,Rooftop Communications,Nokia,1999,2/09/1999,"$57,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/2aa9c567196b8a0856f9f254e965bebe,Nokia acquired Rooftop Communications,http://www.nokia.com/press/press-releases/archive/archiveshowpressrelease?newsid=776032
LinkedIn acquired ChoiceVendor in 2010,ChoiceVendor,LinkedIn,2010,22/09/2010,"$5,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/789355623d2ae5caa8af6ef689593053,LinkedIn acquired ChoiceVendor,http://edgar.sec.gov/Archives/edgar/data/1271024/000119312511016022/ds1.htm
Teradata acquired Aprimo in 2010,Aprimo,Teradata,2010,22/12/2010,"$525,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0de65457f67a8a8ca756a67403f85980,Teradata Buys Marketing Automation Software Company Aprimo For $525M | TechCrunch,http://techcrunch.com/2010/12/22/teradata-buys-marketing-automation-software-company-aprimo-for-525m/
Adobe Systems acquired Neolane in 2013,Neolane,Adobe,2013,27/06/2013,"$600,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8a64c704674e342fd9799714867530b4,Adobe Acquires Conversational Marketing Platform Neolane For $600M In Cash To Bolster Its Marketing Cloud | TechCrunch,http://techcrunch.com/2013/06/27/adobe-acquires-conversational-marketing-platform-neolane-for-600m-in-cash/
LinkedIn acquired Rapportive in 2012,Rapportive,LinkedIn,2012,7/02/2012,"$15,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7430d95e0e5dd72e69d55c8d9155ccb8,LinkedIn Picks Up Rapportive For Around $15 Million | TechCrunch,http://techcrunch.com/2012/02/07/linkedin-picks-up-rapportive-for-around-15-million/
Yahoo! acquired AlltheWeb in 2003,AlltheWeb,Yahoo,2003,2/02/2003,"$100,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/2c3fcc229108bf3f8d73d9e30b552944,,
Comcast acquired Plaxo in 2008,Plaxo,Comcast,2008,14/05/2008,"$150,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1908eb1708fb39515238678983649ede,Confirmed: Comcast Bought Plaxo Deal Closed Today | TechCrunch,http://techcrunch.com/2008/05/14/confirmed-comcast-bought-plaxo-deal-closed-today/
IBM acquired Trusteer in 2013,Trusteer,IBM,2013,15/08/2013,"$800,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3ce227b0f4e7a00faed27a4a264e3b81,IBM Buys Israel/US Cybersecurity Specialist Trusteer For $800M-$1B | TechCrunch,http://techcrunch.com/2013/08/15/ibm-buys-israelus-cybersecurity-specialist-trusteer-for-few-hundred-million-dollars/
Twitter acquired MoPub in 2013,MoPub,Twitter,2013,9/09/2013,"$350,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/5bc7904be4ea5f7d65ceb4f786a74dd5,Twitter Buys MoPub For $350M To Up The Ante In Mobile Advertising | TechCrunch,http://techcrunch.com/2013/09/09/twitter-said-to-acquire-mopub/
HP acquired Palm in 2010,Palm,HP,2010,1/07/2010,"$1,200,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3be799b643d1e4ea2a1ac6810c061e3c,HP Completes $1.2 Billion Acquisition Of Palm Plans webOS Slate PCs And Netbooks | TechCrunch,http://techcrunch.com/2010/07/01/hp-completes-1-2-billion-acquisition-of-palm-plans-webos-slate-pcs-and-netbooks/
Google acquired FeedBurner in 2007,FeedBurner,Google,2007,1/06/2007,"$100,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/831becd6e913b9f5ac092bff915f9453,$100 Million Payday For Feedburner – This Deal Is Confirmed | TechCrunch,http://techcrunch.com/2007/05/23/100-million-payday-for-feedburner-this-deal-is-confirmed/
Comcast acquired Fandango in 2007,Fandango,Comcast,2007,11/04/2007,"$200,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/ee625011e9d75a3626cabb1d6153c219,Comcast To Buy Movie Site Fandango | TechCrunch,http://techcrunch.com/2007/04/11/comcast-to-buy-movie-site-fandango/
Oracle acquired Phase Forward in 2010,Phase Forward,Oracle,2010,20/04/2010,"$685,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/fea2f7f81e3dcdcbd41bf8878f5872d9,Oracle Buys Healthcare Software Firm Phase Forward For $685 Million | TechCrunch,http://techcrunch.com/2010/04/16/oracle-buys-healthcare-software-firm-phase-forward-for-685-million/#ixzz0lhEbXNzs
HP acquired Snapfish in 2005,Snapfish,HP,2005,1/04/2005,"$300,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/13bbd49b53516b71914e8ba3cc0ecc7b,HP to Acquire Leading Online Photo Service Snapfish - si Team - SiliconIndia Magazine,http://www.siliconindia.com/magazine/articledesc.php?articleid=TRL849552750
BlackBerry acquired QNX Software Systems in 2010,QNX Software Systems,BlackBerry,2010,8/06/2010,"$200,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/749316b852d535c07f84374473714767,Blackberry acquired QNX Software Systems,http://www.freshnews.com/news/339247/harman-announces-successful-conclusion-200m-sale-qnx-software-unit
Apple acquired NeXT in 1996,NeXT,Apple,1996,20/12/1996,"$400,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/67b546dfb2a9e5699d966c33ad8c13c3,Apple acquires Next Jobs - CNET News,http://news.cnet.com/Apple-acquires-Next-Jobs/2100-1001_3-256914.html
AOL acquired Spinner.com in 1999,Spinner.com,AOL,1999,1/06/1999,"$320,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/dbd664513bcbaf823610880ecf1de3c2,AOL buys Spinner Nullsoft for $400 million - CNET News,http://news.cnet.com/2100-1023-226540.html
Microsoft acquired ODG in 2013,ODG,Microsoft,2013,30/11/2013,"$150,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/173af6065b0393cd5d8c0dd9f7db329f,Microsoft Paid Up To $150M To Buy Wearable Computing IP From The Osterhout Design Group | TechCrunch,http://techcrunch.com/2014/03/27/microsoft-paid-up-to-150m-to-buy-wearable-computing-ip-from-the-osterhout-design-group/
Google acquired YouTube in 2006,YouTube,Google,2006,1/10/2006,"$1,700,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/54f3b0187030f6da40ece8f5b67f6ad1,Google Has Acquired YouTube | TechCrunch,http://techcrunch.com/2006/10/09/google-has-acquired-youtube/
Vodafone acquired ZYB in 2008,ZYB,Vodafone,2008,16/05/2008,"$40,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/4a2935bdd8cb5a8df438b78888e05c4b,Danish Mobile Social Network ZYB Acquired By Vodafone For €31.5 million | TechCrunch,http://techcrunch.com/2008/05/16/danish-mobile-social-network-zyb-acquired-by-vodafone-for-e315-million/
AOL acquired MovieFone in 1999,MovieFone,AOL,1999,1/05/1999,"$525,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/9206ab0e9e2e8b232ff69db759cd1fbe,AOL acquired MovieFone,http://news.cnet.com/Short-Take-AOL-acquires-MovieFone/2110-1023_3-226471.html
SAP acquired SAF in 2009,SAF,SAP,2009,23/07/2009,"$100,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e2f2d2336a25c606b1fff4e793db7ab7,SAP to acquire SAF for $100 mn - Livemint,http://www.livemint.com/Companies/o5s0VZqBNOBOZawdBs0JZK/SAP-to-acquire-SAF-for-100-mn.html
Intel acquired Aepona in 2013,Aepona,Intel,2013,28/04/2013,"$130,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d4a0804cc28f61b3cfdb5be20cf75a64,FinSMEs | Intel Acquires Aepona,http://www.finsmes.com/2013/04/intel-acquires-aepona.html
Microsoft acquired Farecast in 2008,Farecast,Microsoft,2008,17/04/2008,"$115,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/219af379d17abdbe21523228b1f7bf3e,Microsoft Acquires Farecast For $115M | TechCrunch,http://techcrunch.com/2008/04/17/microsoft-acquires-farecast-for-115m/
Oracle acquired BEA Systems in 2008,BEA Systems,Oracle,2008,16/01/2008,"$8,500,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/93438a519a69959879efe7a775ac2a9f,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2008_jan/bea.html
Google acquired BeatThatQuote.com in 2011,BeatThatQuote.com,Google,2011,7/03/2011,"$61,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/36c865f6a8bcdd6e1a66052c90d759cf,Beat That! Google Acquires The UK's BeatThatQuote.com For £37.7M | TechCrunch,http://techcrunch.com/2011/03/07/beat-that-google-acquires-the-uks-beatthatquote-com-for-37-7m/
Twitter acquired Gnip in 2014,Gnip,Twitter,2014,11/08/2014,"$134,000,000",Pending,"Cash, Stock",http://www.crunchbase.com/acquisition/9952c726fea05b0f0ff5cc26bfce8423,Twitter Paid $134 Million for Gnip,http://recode.net/2014/08/11/twitter-paid-134-million-for-gnip/
EMC acquired ScaleIO in 2013,ScaleIO,EMC,2013,19/06/2013,"$200,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a0d9db32d0d9084b9cfc19dd5fcd48c2,EMC Acquires Israeli Storage Startup ScaleIO For $200M-$300M To Compete Better With The Cloud Kings | TechCrunch,http://techcrunch.com/2013/06/19/emc-acquires-israeli-storage-startup-scaleio-for-200m-300m-to-compete-better-with-the-cloud-kings/
CA Technologies acquired Interactive TKO in 2011,Interactive TKO,CA Technologies,2011,29/06/2011,"$330,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/3e831755e56965385ca497a202f9a22f,CA Technologies acquired Interactive TKO,http://www.ca.com/us/news/Press-Releases/na/2011/CA-Technologies-to-Acquire-Privately-held-ITKO-for-$330-Million-in-Cash.aspx
EMC acquired Kazeon in 2009,Kazeon,EMC,2009,2/09/2009,"$150,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/24a5a57754dc8df713f61244f4a84d36,Update: EMC Paying $150 Million For Kazeon Systems - Tech Trader Daily - Barrons.com,http://blogs.barrons.com/techtraderdaily/2009/09/02/update-emc-paying-150m-for-kazeon/
eBay acquired Tradera in 2006,Tradera,eBay,2006,1/04/2006,"$48,300,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/a316cec1fd2ac951b481c8abfa56cc29,eBay acquired Tradera,http://www.thealarmclock.com/euro/archives/2006/04/ebay_buy_swedens_traderacom_gi.html
Amazon acquired Evi in 2013,Evi,Amazon,2013,4//17/2013,"$26,000,000",Complete,Undisclosed,http://www.crunchbase.com/acquisition/45c27237b416778db43a459f59c50fe6,Sources Say Amazon Acquired Siri-Like Evi App For $26M – Is A Smartphone Coming? | TechCrunch,http://techcrunch.com/2013/04/17/sources-say-amazon-acquired-siri-like-evi-app-for-26m-is-a-smartphone-coming/
SanDisk acquired Fusion-io in 2014,Fusion-io,SanDisk,2014,16/06/2014,"$1,100,000,000",Pending,Cash,http://www.crunchbase.com/acquisition/8732d60a0313563ef986f495c480228e,SanDisk to buy Fusion-io in $1.1 bln cash deal,http://www.marketwatch.com/story/sandisk-to-buy-fusion-io-in-11-bln-cash-deal-2014-06-16-7915734?siteid=bullytweet
CA Technologies acquired Legent Corporation in 1995,Legent Corporation,CA Technologies,1995,1/08/1995,"$1,700,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/137830a2ef18d0909a21c138f3313564,Computer Associates Reaches Accord With U.S. on Legent,http://www.nytimes.com/1995/07/29/business/computer-associates-reaches-accord-with-us-on-legent.html
